Date,HDFCBANK.NS,ICICIBANK.NS,KOTAKBANK.NS,AXISBANK.NS
2022-06-23 00:00:00+05:30,631.9785766601562,672.5194702148438,335.00689697265625,626.2501831054688
2022-06-24 00:00:00+05:30,640.8063354492188,686.2747802734375,337.85150146484375,630.8772583007812
2022-06-27 00:00:00+05:30,641.9660034179688,690.0261840820312,336.4888916015625,633.9619750976562
2022-06-28 00:00:00+05:30,637.06689453125,683.2447509765625,331.9633483886719,639.18603515625
2022-06-29 00:00:00+05:30,636.1439208984375,675.9823608398438,326.7217102050781,622.4688720703125
2022-06-30 00:00:00+05:30,638.0609741210938,680.2628173828125,330.4316711425781,633.6634521484375
2022-07-01 00:00:00+05:30,640.7826538085938,677.0885620117188,331.7544860839844,640.7782592773438
2022-07-04 00:00:00+05:30,641.6820068359375,692.6714477539062,332.381103515625,651.1270141601562
2022-07-05 00:00:00+05:30,640.23828125,692.0462646484375,330.819580078125,645.3058471679688
2022-07-06 00:00:00+05:30,649.0661010742188,698.2986450195312,339.0649108886719,654.7093505859375
2022-07-07 00:00:00+05:30,660.6865844726562,713.7373657226562,345.8283386230469,655.9052734375
2022-07-08 00:00:00+05:30,661.3018188476562,726.91552734375,347.0716247558594,666.8677368164062
2022-07-11 00:00:00+05:30,665.585693359375,740.1898803710938,346.3753967285156,677.5311889648438
2022-07-12 00:00:00+05:30,658.7932739257812,730.9555053710938,341.9394226074219,673.8936767578125
2022-07-13 00:00:00+05:30,642.7233276367188,724.5106811523438,346.5345153808594,677.5810546875
2022-07-14 00:00:00+05:30,639.504638671875,723.7412109375,352.1043701171875,665.9707641601562
2022-07-15 00:00:00+05:30,644.71142578125,722.5869140625,355.6153564453125,659.94140625
2022-07-18 00:00:00+05:30,637.8480224609375,742.5947265625,367.1429748535156,682.1654052734375
2022-07-19 00:00:00+05:30,638.0845947265625,750.9152221679688,365.0144958496094,698.2103881835938
2022-07-20 00:00:00+05:30,646.13134765625,753.2718505859375,363.5822448730469,703.2930297851562
2022-07-21 00:00:00+05:30,644.0960693359375,756.0614013671875,358.1714782714844,713.109375
2022-07-22 00:00:00+05:30,659.1245727539062,769.576171875,363.4529724121094,728.2576293945312
2022-07-25 00:00:00+05:30,661.0652465820312,770.3938598632812,357.1769104003906,724.869140625
2022-07-26 00:00:00+05:30,659.7161865234375,765.9690551757812,350.4234924316406,704.04052734375
2022-07-27 00:00:00+05:30,664.7572631835938,770.0090942382812,348.9315185546875,716.4978637695312
2022-07-28 00:00:00+05:30,670.6503295898438,783.5719604492188,363.7314453125,723.4241333007812
2022-07-29 00:00:00+05:30,678.8627319335938,787.4196166992188,360.1210021972656,722.278076171875
2022-08-01 00:00:00+05:30,684.5191650390625,792.0368041992188,369.1520690917969,728.307373046875
2022-08-02 00:00:00+05:30,676.9931030273438,786.60205078125,374.89105224609375,727.9586181640625
2022-08-03 00:00:00+05:30,678.5787353515625,793.3834228515625,368.22705078125,728.0084228515625
2022-08-04 00:00:00+05:30,677.774169921875,789.0067749023438,365.1338195800781,719.1388549804688
2022-08-05 00:00:00+05:30,675.4784545898438,806.2731323242188,364.8056335449219,726.0152587890625
2022-08-08 00:00:00+05:30,692.0452880859375,809.9019165039062,366.9142150878906,743.0071411132812
2022-08-10 00:00:00+05:30,694.0570068359375,821.320556640625,363.7016296386719,736.4794921875
2022-08-11 00:00:00+05:30,703.23974609375,831.9166870117188,368.9264831542969,756.26171875
2022-08-12 00:00:00+05:30,702.9794311523438,846.1416625976562,366.478271484375,757.9559936523438
2022-08-16 00:00:00+05:30,711.0261840820312,850.8348999023438,367.5032958984375,762.0419311523438
2022-08-17 00:00:00+05:30,714.694580078125,854.7056274414062,366.1796875,769.4664916992188
2022-08-18 00:00:00+05:30,715.5465698242188,856.4957885742188,379.0776672363281,762.4406127929688
2022-08-19 00:00:00+05:30,706.7188110351562,842.2709350585938,373.60400390625,754.916259765625
2022-08-22 00:00:00+05:30,695.9739990234375,824.7073974609375,364.6570129394531,739.3197021484375
2022-08-23 00:00:00+05:30,693.8203125,835.9810180664062,369.3742980957031,744.5020141601562
2022-08-24 00:00:00+05:30,697.1573486328125,845.0771484375,371.7330017089844,747.5914306640625
2022-08-25 00:00:00+05:30,693.3706665039062,844.1578369140625,371.9618835449219,740.8145751953125
2022-08-26 00:00:00+05:30,693.4888916015625,842.706298828125,378.59002685546875,742.3593139648438
2022-08-29 00:00:00+05:30,681.3241577148438,828.1910400390625,368.22979736328125,726.2145385742188
2022-08-30 00:00:00+05:30,703.4290161132812,858.6246948242188,381.2572021484375,748.936767578125
2022-09-01 00:00:00+05:30,696.8259887695312,846.0931396484375,378.749267578125,741.6119384765625
2022-09-02 00:00:00+05:30,703.1450805664062,844.206298828125,381.9339294433594,747.6412353515625
2022-09-05 00:00:00+05:30,707.6654663085938,853.9315185546875,385.7257385253906,753.5211181640625
2022-09-06 00:00:00+05:30,704.9674072265625,855.0926513671875,381.3069763183594,747.44189453125
2022-09-07 00:00:00+05:30,701.6304321289062,847.8834838867188,379.8240661621094,752.8235473632812
2022-09-08 00:00:00+05:30,708.8724975585938,869.7530517578125,384.1632385253906,777.0904541015625
2022-09-09 00:00:00+05:30,709.3457641601562,872.1238403320312,383.4267578125,782.173095703125
2022-09-12 00:00:00+05:30,706.9555053710938,877.881591796875,382.958984375,798.2680053710938
2022-09-13 00:00:00+05:30,716.209228515625,880.5911865234375,382.839599609375,802.802490234375
2022-09-14 00:00:00+05:30,723.5697021484375,888.4293212890625,389.06964111328125,800.3109130859375
2022-09-15 00:00:00+05:30,719.8065795898438,887.9454345703125,384.97930908203125,787.3055419921875
2022-09-16 00:00:00+05:30,706.5768432617188,879.7201538085938,384.2129821777344,786.6079711914062
2022-09-19 00:00:00+05:30,711.2391357421875,870.14013671875,384.05377197265625,795.3778686523438
2022-09-20 00:00:00+05:30,719.8065795898438,887.1229858398438,386.0939636230469,809.9779052734375
2022-09-21 00:00:00+05:30,718.6942138671875,885.67138671875,381.8642883300781,803.7990112304688
2022-09-22 00:00:00+05:30,703.3817138671875,874.2044677734375,376.7389221191406,786.5082397460938
2022-09-23 00:00:00+05:30,684.5191650390625,853.7379150390625,370.7576904296875,765.9783935546875
2022-09-26 00:00:00+05:30,675.2890625,833.2230224609375,364.0498962402344,740.067138671875
2022-09-27 00:00:00+05:30,669.2303466796875,824.9977416992188,358.1383361816406,734.9845581054688
2022-09-28 00:00:00+05:30,657.7282104492188,822.0462646484375,356.80474853515625,714.0064086914062
2022-09-29 00:00:00+05:30,654.3201293945312,816.6272583007812,351.3708801269531,716.5476684570312
2022-09-30 00:00:00+05:30,672.7803344726562,834.142333984375,362.09930419921875,730.69921875
2022-10-03 00:00:00+05:30,668.9226684570312,820.9334716796875,355.0730895996094,720.2848510742188
2022-10-04 00:00:00+05:30,687.7615966796875,839.6097412109375,362.70635986328125,740.2664794921875
2022-10-06 00:00:00+05:30,680.1881103515625,856.8345336914062,362.03955078125,752.5245361328125
2022-10-07 00:00:00+05:30,677.2534790039062,854.0281372070312,363.3333740234375,753.1224975585938
2022-10-10 00:00:00+05:30,669.774658203125,853.2540283203125,359.9197692871094,774.2003173828125
2022-10-11 00:00:00+05:30,662.9822998046875,842.46435546875,355.8692321777344,782.8706665039062
2022-10-12 00:00:00+05:30,667.3133544921875,840.287109375,360.30792236328125,805.9417114257812
2022-10-13 00:00:00+05:30,659.645263671875,826.0137939453125,358.5762023925781,799.2645874023438
2022-10-14 00:00:00+05:30,681.1348266601562,842.1257934570312,365.0451354980469,797.7697143554688
2022-10-17 00:00:00+05:30,684.7085571289062,856.592529296875,369.8520202636719,811.3731079101562
2022-10-18 00:00:00+05:30,683.4305419921875,867.91455078125,370.1605529785156,813.5656127929688
2022-10-19 00:00:00+05:30,690.4359130859375,863.2695922851562,372.081298828125,827.01953125
2022-10-20 00:00:00+05:30,685.7736206054688,859.93115234375,370.92681884765625,823.033203125
2022-10-21 00:00:00+05:30,680.9454345703125,877.833251953125,378.70941162109375,897.3289184570312
2022-10-24 00:00:00+05:30,691.5719604492188,896.3642578125,377.3460388183594,906.34814453125
2022-10-25 00:00:00+05:30,686.767578125,895.1547241210938,367.5531311035156,899.7705688476562
2022-10-27 00:00:00+05:30,688.4242553710938,894.5258178710938,371.21551513671875,912.0286865234375
2022-10-28 00:00:00+05:30,690.4595947265625,878.5105590820312,375.0470886230469,899.9699096679688
2022-10-31 00:00:00+05:30,708.4464721679688,879.3331298828125,378.5701599121094,902.9098510742188
2022-11-01 00:00:00+05:30,716.2802124023438,879.2363891601562,380.0131530761719,868.7766723632812
2022-11-02 00:00:00+05:30,716.7297973632812,875.46240234375,380.1624755859375,860.6046752929688
2022-11-03 00:00:00+05:30,713.582275390625,879.2847900390625,378.2118225097656,861.1029052734375
2022-11-04 00:00:00+05:30,708.659423828125,876.0429077148438,378.17205810546875,865.1390991210938
2022-11-07 00:00:00+05:30,714.1738891601562,887.8487548828125,374.7185974121094,869.9725952148438
2022-11-09 00:00:00+05:30,713.9608154296875,881.0748901367188,376.8683166503906,870.7200317382812
2022-11-10 00:00:00+05:30,721.7236328125,881.2684326171875,380.600341796875,840.8223266601562
2022-11-11 00:00:00+05:30,762.6200561523438,877.2525634765625,378.0028381347656,847.7985229492188
2022-11-14 00:00:00+05:30,764.4661865234375,866.0275268554688,382.7201843261719,848.097412109375
2022-11-15 00:00:00+05:30,766.3358764648438,882.2362060546875,380.650146484375,855.7213134765625
2022-11-16 00:00:00+05:30,772.915283203125,884.0747680664062,391.2989501953125,852.482421875
2022-11-17 00:00:00+05:30,765.9334716796875,890.0744018554688,388.2436218261719,855.27294921875
2022-11-18 00:00:00+05:30,763.921875,890.6066284179688,390.0350036621094,856.2694702148438
2022-11-21 00:00:00+05:30,756.0880126953125,891.6227416992188,386.9598083496094,867.08251953125
2022-11-22 00:00:00+05:30,754.9756469726562,893.848388671875,386.0939636230469,867.08251953125
2022-11-23 00:00:00+05:30,756.9400024414062,897.4771728515625,388.80096435546875,871.7166748046875
2022-11-24 00:00:00+05:30,769.2468872070312,908.5087890625,387.10906982421875,875.5534057617188
2022-11-25 00:00:00+05:30,765.6968383789062,900.2350463867188,383.8348388671875,884.7220458984375
2022-11-28 00:00:00+05:30,757.460693359375,907.1056518554688,383.78509521484375,888.6586303710938
2022-11-29 00:00:00+05:30,756.32470703125,916.1535034179688,383.26751708984375,889.5056762695312
2022-11-30 00:00:00+05:30,761.342041015625,922.1046752929688,387.5469665527344,898.176025390625
2022-12-01 00:00:00+05:30,766.572509765625,909.815185546875,385.0091247558594,900.7672119140625
2022-12-02 00:00:00+05:30,760.703125,900.5253295898438,384.31256103515625,902.062744140625
2022-12-05 00:00:00+05:30,763.4721069335938,903.4283447265625,385.835205078125,896.133056640625
2022-12-06 00:00:00+05:30,762.6200561523438,892.8323364257812,385.1982421875,901.5645141601562
2022-12-07 00:00:00+05:30,762.2887573242188,892.3485107421875,380.4610290527344,911.5303344726562
2022-12-08 00:00:00+05:30,766.572509765625,901.7833251953125,377.5848693847656,936.1460571289062
2022-12-09 00:00:00+05:30,772.0396118164062,899.8479614257812,375.80340576171875,930.515380859375
2022-12-12 00:00:00+05:30,778.0509643554688,900.2350463867188,371.3647766113281,935.4485473632812
2022-12-13 00:00:00+05:30,780.2046508789062,902.7994384765625,371.91217041015625,941.378173828125
2022-12-14 00:00:00+05:30,786.8077392578125,891.96142578125,372.8476867675781,939.185791015625
2022-12-15 00:00:00+05:30,772.3945922851562,879.4298706054688,370.8572082519531,934.9501953125
2022-12-16 00:00:00+05:30,776.1103515625,872.849609375,366.3488464355469,931.9105834960938
2022-12-19 00:00:00+05:30,778.5242919921875,877.1558227539062,369.8520202636719,942.9727172851562
2022-12-20 00:00:00+05:30,773.1519775390625,880.3008422851562,367.6526184082031,946.5106201171875
2022-12-21 00:00:00+05:30,765.673095703125,863.4147338867188,361.1837463378906,929.1201782226562
2022-12-22 00:00:00+05:30,763.046142578125,861.866455078125,363.46270751953125,916.4136352539062
2022-12-23 00:00:00+05:30,756.2300415039062,850.4962158203125,362.6466979980469,903.5077514648438
2022-12-26 00:00:00+05:30,771.2822265625,864.3341064453125,360.9747009277344,925.5324096679688
2022-12-27 00:00:00+05:30,772.0631713867188,871.5432739257812,362.43768310546875,929.0205078125
2022-12-28 00:00:00+05:30,771.4478759765625,869.8982543945312,362.2784423828125,921.5460815429688
2022-12-29 00:00:00+05:30,776.891357421875,878.7041625976562,362.00970458984375,931.3624267578125
2022-12-30 00:00:00+05:30,770.6668701171875,862.0599365234375,363.70159912109375,930.5652465820312
2023-01-02 00:00:00+05:30,770.92724609375,873.28515625,363.2637023925781,938.388427734375
2023-01-03 00:00:00+05:30,775.96826171875,872.2206420898438,364.81622314453125,959.017822265625
2023-01-04 00:00:00+05:30,762.0994873046875,870.0433349609375,362.4078063964844,954.1843872070312
2023-01-05 00:00:00+05:30,757.2003784179688,850.7380981445312,362.3182373046875,946.311279296875
2023-01-06 00:00:00+05:30,754.6917724609375,841.9805297851562,355.6502990722656,936.6942749023438
2023-01-09 00:00:00+05:30,756.1590576171875,845.1255493164062,360.64630126953125,955.47998046875
2023-01-10 00:00:00+05:30,742.3375854492188,833.5133056640625,357.3919372558594,948.9024658203125
2023-01-11 00:00:00+05:30,753.0350341796875,838.3033447265625,358.6459045410156,946.5106201171875
2023-01-12 00:00:00+05:30,757.0584106445312,832.8359985351562,354.197265625,932.3590698242188
2023-01-13 00:00:00+05:30,757.6500854492188,845.2222900390625,354.35650634765625,930.9638671875
2023-01-16 00:00:00+05:30,750.3843383789062,837.287353515625,355.2522277832031,910.0354614257812
2023-01-17 00:00:00+05:30,761.5551147460938,837.1905517578125,357.8099365234375,914.5699462890625
2023-01-18 00:00:00+05:30,774.9979858398438,841.3999633789062,358.0985412597656,920.8484497070312
2023-01-19 00:00:00+05:30,778.2166137695312,838.1582641601562,351.7689514160156,925.5324096679688
2023-01-20 00:00:00+05:30,786.1923828125,842.222412109375,350.8931579589844,927.3760986328125
2023-01-23 00:00:00+05:30,791.9434204101562,843.5288696289062,355.0432434082031,929.518798828125
2023-01-24 00:00:00+05:30,802.5462036132812,842.6095581054688,350.3656921386719,907.0955810546875
2023-01-25 00:00:00+05:30,780.370361328125,827.6588134765625,348.28570556640625,889.3064575195312
2023-01-27 00:00:00+05:30,764.8211669921875,790.7901611328125,340.9808349609375,870.7698364257812
2023-01-30 00:00:00+05:30,764.0401611328125,796.8865966796875,343.5982360839844,868.8763427734375
2023-01-31 00:00:00+05:30,758.9990234375,805.0150756835938,344.543701171875,868.6271362304688
2023-02-01 00:00:00+05:30,770.3828735351562,820.5464477539062,347.27056884765625,854.3261108398438
2023-02-02 00:00:00+05:30,758.9281005859375,830.1749267578125,350.6642761230469,865.4879760742188
2023-02-03 00:00:00+05:30,785.1747436523438,835.8840942382812,354.35650634765625,879.589599609375
2023-02-06 00:00:00+05:30,781.8377685546875,826.110595703125,347.7283630371094,879.6395263671875
2023-02-07 00:00:00+05:30,782.9973754882812,825.1913452148438,353.3811950683594,876.1015625
2023-02-08 00:00:00+05:30,782.9026489257812,831.3360595703125,351.4107360839844,868.7766723632812
2023-02-09 00:00:00+05:30,781.2696533203125,832.9811401367188,352.48553466796875,864.740478515625
2023-02-10 00:00:00+05:30,784.3700561523438,826.2556762695312,352.7144470214844,864.2920532226562
2023-02-13 00:00:00+05:30,784.961669921875,823.1591186523438,353.062744140625,856.1698608398438
2023-02-14 00:00:00+05:30,792.2273559570312,837.3357543945312,352.3760681152344,867.7800903320312
2023-02-15 00:00:00+05:30,790.6181030273438,842.657958984375,355.39154052734375,865.3384399414062
2023-02-16 00:00:00+05:30,787.7544555664062,841.3515625,355.8791809082031,861.8004760742188
2023-02-17 00:00:00+05:30,783.8021240234375,834.7713012695312,350.1666564941406,851.9842529296875
2023-02-20 00:00:00+05:30,776.441650390625,824.5621948242188,345.79766845703125,843.8619384765625
2023-02-21 00:00:00+05:30,779.3526611328125,826.594482421875,344.38446044921875,841.171142578125
2023-02-22 00:00:00+05:30,764.0637817382812,812.1275634765625,338.4828186035156,830.5076293945312
2023-02-23 00:00:00+05:30,758.8807983398438,812.6113891601562,339.7965087890625,841.4700927734375
2023-02-24 00:00:00+05:30,752.1119995117188,812.5630493164062,337.8359375,848.4961547851562
2023-02-27 00:00:00+05:30,753.981689453125,828.7233276367188,343.53851318359375,851.43603515625
2023-02-28 00:00:00+05:30,757.153076171875,827.2234497070312,344.19537353515625,841.220947265625
2023-03-01 00:00:00+05:30,756.41943359375,828.6265258789062,347.3103942871094,862.1991577148438
2023-03-02 00:00:00+05:30,749.9819946289062,826.40087890625,342.6925964355469,842.56640625
2023-03-03 00:00:00+05:30,764.8685302734375,840.4806518554688,348.52459716796875,849.7418212890625
2023-03-06 00:00:00+05:30,770.2646484375,839.70654296875,348.52459716796875,856.5684814453125
2023-03-08 00:00:00+05:30,771.8029174804688,843.9158325195312,346.3749084472656,858.0134887695312
2023-03-09 00:00:00+05:30,771.8739013671875,828.287841796875,341.6973876953125,864.8401489257812
2023-03-10 00:00:00+05:30,751.9700317382812,815.417724609375,338.23406982421875,848.994384765625
2023-03-13 00:00:00+05:30,742.4559326171875,801.6282958984375,333.1783447265625,829.510986328125
2023-03-14 00:00:00+05:30,740.4678955078125,803.5151977539062,328.0728759765625,830.0093383789062
2023-03-15 00:00:00+05:30,729.8413696289062,799.2090454101562,331.595947265625,821.2393188476562
2023-03-16 00:00:00+05:30,734.5748291015625,797.273681640625,331.11822509765625,827.7171630859375
2023-03-17 00:00:00+05:30,744.3966064453125,809.2245483398438,336.9999694824219,834.5438842773438
2023-03-20 00:00:00+05:30,739.2371826171875,809.4180297851562,338.3037109375,834.6932983398438
2023-03-21 00:00:00+05:30,747.6151733398438,824.8526000976562,339.7367858886719,852.6817626953125
2023-03-22 00:00:00+05:30,745.8876342773438,832.4005737304688,339.3984680175781,846.7520751953125
2023-03-23 00:00:00+05:30,739.8998413085938,827.8040161132812,334.3327941894531,845.9049072265625
2023-03-24 00:00:00+05:30,738.7164306640625,824.8526000976562,336.81085205078125,837.0353393554688
2023-03-27 00:00:00+05:30,741.9351806640625,821.2721557617188,339.40838623046875,830.5076293945312
2023-03-28 00:00:00+05:30,747.9702758789062,827.1266479492188,338.1544189453125,829.6107788085938
2023-03-29 00:00:00+05:30,751.567626953125,823.4978637695312,342.5632019042969,839.72607421875
2023-03-31 00:00:00+05:30,761.8628540039062,848.8995361328125,344.91192626953125,855.5718383789062
2023-04-03 00:00:00+05:30,762.3361206054688,855.2378540039062,347.46966552734375,861.6510009765625
2023-04-05 00:00:00+05:30,782.784423828125,856.0119018554688,348.7037048339844,857.5650024414062
2023-04-06 00:00:00+05:30,788.7484130859375,846.7222290039062,349.7387390136719,849.0442504882812
2023-04-10 00:00:00+05:30,785.0090942382812,840.3839111328125,350.1766052246094,844.4598388671875
2023-04-11 00:00:00+05:30,787.3048095703125,853.3992309570312,367.5331726074219,850.3895874023438
2023-04-12 00:00:00+05:30,797.5288696289062,861.3826293945312,367.0455017089844,848.1472778320312
2023-04-13 00:00:00+05:30,801.1025390625,869.9465942382812,372.11114501953125,861.40185546875
2023-04-17 00:00:00+05:30,788.890380859375,872.1722412109375,377.2166442871094,861.6012573242188
2023-04-18 00:00:00+05:30,785.5532836914062,867.8660888671875,375.8531494140625,860.4053344726562
2023-04-19 00:00:00+05:30,788.4407348632812,863.0761108398438,375.1764831542969,870.4210205078125
2023-04-20 00:00:00+05:30,791.37548828125,865.4953002929688,374.9972839355469,865.7869262695312
2023-04-21 00:00:00+05:30,792.6534423828125,857.028076171875,376.9180908203125,861.25244140625
2023-04-24 00:00:00+05:30,799.067138671875,875.5108032226562,377.6346130371094,879.2906494140625
2023-04-25 00:00:00+05:30,787.7070922851562,883.9296264648438,376.0522155761719,875.3541870117188
2023-04-26 00:00:00+05:30,791.3281860351562,885.3812255859375,373.9224548339844,884.6224975585938
2023-04-27 00:00:00+05:30,795.682861328125,888.6712646484375,379.8937683105469,878.393798828125
2023-04-28 00:00:00+05:30,798.806884765625,887.993896484375,385.75555419921875,857.0667114257812
2023-05-02 00:00:00+05:30,798.6412353515625,892.300048828125,382.39178466796875,867.680419921875
2023-05-03 00:00:00+05:30,801.4339599609375,893.02587890625,384.3423767089844,856.9171752929688
2023-05-04 00:00:00+05:30,817.8351440429688,891.9130859375,387.65643310546875,862.9963989257812
2023-05-05 00:00:00+05:30,769.4835815429688,896.9933471679688,383.89453125,862.3485717773438
2023-05-08 00:00:00+05:30,778.38232421875,907.5895385742188,389.8956604003906,875.4537963867188
2023-05-09 00:00:00+05:30,778.406005859375,904.2025756835938,388.9900207519531,885.2203979492188
2023-05-10 00:00:00+05:30,782.0033569335938,905.7991943359375,389.8658142089844,886.86474609375
2023-05-11 00:00:00+05:30,782.5240478515625,908.847412109375,389.716552734375,892.8941650390625
2023-05-12 00:00:00+05:30,789.4347534179688,913.3955688476562,390.2440185546875,907.5440673828125
2023-05-15 00:00:00+05:30,793.2214965820312,915.1857299804688,392.712158203125,912.6764526367188
2023-05-16 00:00:00+05:30,788.6732788085938,915.766357421875,387.5469665527344,914.6696166992188
2023-05-17 00:00:00+05:30,784.43603515625,908.9926147460938,380.00323486328125,911.6798706054688
2023-05-18 00:00:00+05:30,787.572021484375,915.9114990234375,383.6357727050781,911.5802001953125
2023-05-19 00:00:00+05:30,788.481689453125,923.4594116210938,386.4721374511719,920.8982543945312
2023-05-22 00:00:00+05:30,785.680908203125,919.6370239257812,386.18353271484375,914.4204711914062
2023-05-23 00:00:00+05:30,783.8375854492188,922.5885620117188,382.46142578125,913.0253295898438
2023-05-24 00:00:00+05:30,773.5921020507812,910.2506103515625,380.2420959472656,914.5699462890625
2023-05-25 00:00:00+05:30,770.6236572265625,909.4763793945312,384.143310546875,917.9085083007812
2023-05-26 00:00:00+05:30,773.5921020507812,919.9757690429688,387.1488952636719,923.7883911132812
2023-05-29 00:00:00+05:30,783.023681640625,917.50830078125,388.7710876464844,926.628662109375
2023-05-30 00:00:00+05:30,783.6221923828125,919.2500610351562,393.050537109375,934.2526245117188
2023-05-31 00:00:00+05:30,771.22216796875,918.4758911132812,400.94256591796875,911.7296752929688
2023-06-01 00:00:00+05:30,767.9425048828125,905.8475952148438,384.1632385253906,916.5631713867188
2023-06-02 00:00:00+05:30,769.1395263671875,907.8313598632812,385.8948974609375,922.9412841796875
2023-06-05 00:00:00+05:30,768.1341552734375,916.1535034179688,383.13818359375,947.6068115234375
2023-06-06 00:00:00+05:30,765.740234375,911.6536254882812,389.93548583984375,964.897705078125
2023-06-07 00:00:00+05:30,769.7139892578125,909.815185546875,386.0243225097656,973.4185791015625
2023-06-08 00:00:00+05:30,770.1927490234375,907.5895385742188,375.494873046875,958.8184204101562
2023-06-09 00:00:00+05:30,771.1024780273438,907.7345581054688,372.6087646484375,971.4254150390625
2023-06-12 00:00:00+05:30,766.4105224609375,905.7025146484375,374.0916748046875,970.8773193359375
2023-06-13 00:00:00+05:30,767.7031860351562,913.0568237304688,369.4141540527344,982.487548828125
2023-06-14 00:00:00+05:30,766.8652954101562,909.4280395507812,371.14581298828125,974.3653564453125
2023-06-15 00:00:00+05:30,757.4336547851562,896.6546020507812,364.94561767578125,973.8171997070312
2023-06-16 00:00:00+05:30,767.3441772460938,904.009033203125,369.7027587890625,978.2021484375
2023-06-19 00:00:00+05:30,768.014404296875,893.316162109375,363.1641845703125,962.3564453125
2023-06-20 00:00:00+05:30,769.6182861328125,895.6386108398438,367.0355529785156,971.5250854492188
2023-06-21 00:00:00+05:30,783.0716552734375,894.8159790039062,367.34405517578125,962.7051391601562
2023-06-22 00:00:00+05:30,786.9017333984375,895.8321533203125,365.463134765625,963.3031616210938
